# name fluence width dm_obs dm_exc_ne2001 dm_exc_ymw16
FRB20210130C 8.855990 8.847360 708.479048 514.416366 548.495833
FRB20210130C 8.855990 8.847360 708.479048 514.416366 548.495833
FRB20210130B 2.829064 1.966080 410.627196 339.954455 351.784909
FRB20210130B 2.829064 1.966080 410.627196 339.954455 351.784909
FRB20210130A 1.828735 1.966080 377.710936 147.435253 143.230077
FRB20210131B 1.742263 1.966080 438.666335 357.383373 344.326574
FRB20210201A 5.563025 8.847360 508.813064 486.490321 486.314256
FRB20210202C 3.980334 6.881281 803.233691 743.146937 743.031101
FRB20210202B 1.672463 1.966080 639.701914 599.940288 607.332133
FRB20210202A 54.029343 12.779521 330.179969 153.846925 201.013070
FRB20210203E 3.869480 92.405768 552.282892 501.182577 505.860001
FRB20210203D 4.716195 1.966080 888.313400 862.413921 863.735253
FRB20210203A 3.622561 3.932159 925.257530 835.740473 811.694214
FRB20210204B 2.626035 1.966080 558.326883 415.940722 350.097237
FRB20210204D 0.909665 2.949120 888.973019 825.060355 832.963112
FRB20210204A 2.065482 1.966080 962.951620 916.723521 922.631427
FRB20210205C 1.446249 4.915200 885.248935 822.801732 820.862241
FRB20210205B 2.074645 1.966080 858.587497 838.175147 838.898826
FRB20210205A 9.605677 48.168964 567.936507 546.601930 548.004104
FRB20210206B 3.150247 1.966080 1215.639473 1178.429421 1187.377107
FRB20210206A 22.525896 15.728641 361.321054 170.265564 103.050098
FRB20210206A 22.525896 15.728641 361.321054 170.265564 103.050098
FRB20210206A 22.525896 15.728641 361.321054 170.265564 103.050098
FRB20210206A 22.525896 15.728641 361.321054 170.265564 103.050098
FRB20210207G 2.008272 4.915200 818.297872 773.922053 780.174355
FRB20210207F 1.239707 1.966080 1586.931904 1405.688684 1356.638306
FRB20210207E 1.540267 2.949120 478.986900 285.907882 182.336581
FRB20210207D 0.630208 2.949120 438.304275 401.962535 412.964412
FRB20210207C 34.158940 24.576002 330.815516 310.353297 311.823953
FRB20210207B 1.498595 1.966080 658.725528 638.385092 639.504925
FRB20210208D 2.978573 15.728638 954.259879 899.550953 907.234413
FRB20210208C 1.833690 3.932160 903.228127 826.248516 813.836293
FRB20210208A 0.743544 1.966080 670.672212 650.658769 651.435336
FRB20210209D 3.615344 2.949120 385.168279 349.497081 357.425229
FRB20210209A 1.152912 5.898240 837.044051 796.228155 803.922715
FRB20210210A 1.030242 9.830398 401.865439 339.656266 340.018890
FRB20210211E 1.926530 12.779521 1079.463200 977.102118 963.849690
FRB20210211D 2.478758 22.609917 396.825290 357.334840 369.099167
FRB20210211C 2.378240 3.932160 315.489050 211.559442 220.320344
FRB20210211B 3.693292 7.864321 1090.508113 1015.174551 1015.370058
FRB20210212E 5.074281 1.966080 201.777012 157.188704 163.369327
FRB20210212D 9.222332 9.830401 489.541792 425.152470 422.357929
FRB20210212F 0.707541 1.966080 409.821106 376.958352 387.622121
FRB20210212B 7.408900 5.898239 521.486667 493.400060 496.506863
FRB20210212A 4.352144 6.881281 850.436420 803.799127 811.411673
FRB20210213G 1.731531 5.898240 642.074715 471.874182 372.361161
FRB20210213E 3.349904 3.932160 1060.754756 1028.953628 1037.509248
FRB20210213D 19.391276 57.016320 351.523022 331.546044 332.096760
FRB20210213C 1.375711 3.932160 1108.970487 1066.558520 1074.252782
FRB20210213B 1.737725 1.966080 721.183153 642.516355 640.942932
FRB20210213H 4.210417 17.694720 627.429470 562.986649 571.161626
FRB20210214C 0.962206 3.932160 242.497719 175.149309 159.249907
FRB20210214F 0.835117 2.949120 1089.107389 1055.455477 1064.138419
FRB20210214B 6.039552 1.966080 197.421214 150.112516 155.747907
FRB20210214E 0.434466 1.966080 1181.373620 1134.503686 1143.206408
FRB20210215B 0.302017 6.881280 1045.080880 985.803992 985.493591
FRB20210215A 3.371784 1.966080 484.319214 432.004433 436.126919
FRB20210216F 6.897699 6.881280 1213.095021 1010.908389 885.648669
FRB20210216E 3.786958 4.915200 891.615195 780.592604 742.075535
FRB20210216D 17.288707 1.966080 398.444922 211.116999 111.340560
FRB20210216G 1.263952 3.932160 957.309908 884.271847 874.485982
FRB20210216C 1.547428 8.847360 528.766915 494.156622 505.586344
FRB20210216A 1.197553 11.796480 683.648091 520.114591 421.830488
FRB20210217C 2.282112 1.966080 529.500626 427.765263 394.790057
FRB20210217B 1.666896 1.966080 1110.220867 1066.267816 1073.412458
FRB20210217A 3.679081 0.983040 350.040090 296.970794 300.703035
FRB20210218C 4.624456 0.983040 737.584809 681.327762 683.614968
FRB20210218B 5.706101 5.898240 1086.972204 1023.619949 1013.333280
FRB20210218G 2.007688 7.864320 861.485707 816.631654 825.839595
FRB20210218F 0.293823 4.915200 799.976971 759.086050 771.156100
FRB20210218A 2.967118 3.932160 204.810546 181.981466 184.848951
FRB20210219B 1.751531 16.711679 640.926971 620.732050 626.410733
FRB20210219A 1.210116 1.966080 694.547309 663.509304 671.466934
FRB20210220D 0.536729 1.966080 550.006387 516.857521 525.994893
FRB20210220C 0.731328 3.932160 1387.061015 1357.629836 1365.680927
FRB20210220B 0.665821 28.508159 1104.911197 1073.206550 1078.185283
FRB20210220B 0.665821 28.508159 1104.911197 1073.206550 1078.185283
FRB20210220B 0.665821 28.508159 1104.911197 1073.206550 1078.185283
FRB20210221C 2.500041 1.966080 318.972075 265.244751 268.168514
FRB20210221B 1.156376 1.966080 327.873333 293.600964 303.773957
FRB20210221A 7.925217 1.966080 349.095272 252.544350 224.754080
FRB20210222B 17.552654 15.728641 350.379199 321.621910 326.851316
FRB20210222B 17.552654 15.728641 350.379199 321.621910 326.851316
FRB20210222B 17.552654 15.728641 350.379199 321.621910 326.851316
FRB20210222C 0.929426 8.847360 377.558080 242.822592 181.005435
FRB20210222A 2.547330 18.677759 508.765781 470.860725 479.431835
FRB20210223D 1.337566 5.898240 378.206359 229.511534 178.501362
FRB20210223A 4.617497 1.966080 531.020350 488.162447 496.780409
FRB20210224B 2.187649 1.966080 353.024520 295.437632 296.608162
FRB20210224C 3.504352 8.847361 926.118019 857.371398 841.229275
FRB20210225B 1.780078 15.728639 1326.283364 1263.803239 1262.103039
FRB20210225A 24.784539 5.898239 387.853876 336.554955 343.322511
FRB20210226A 18.663586 1.966080 380.399702 332.645206 343.059459
FRB20210227B 1.323741 1.966080 893.887972 858.838445 871.290871
FRB20210227A 1.102392 3.932160 1153.926031 1118.225440 1125.292586
FRB20210228A 4.677608 60.948485 1088.715451 1016.491898 1012.763285
FRB20210301D 2.520800 4.915199 734.648102 675.784163 673.051027
FRB20210301C 8.376834 9.830401 185.353261 144.424938 152.754784
FRB20210301C 8.376834 9.830401 185.353261 144.424938 152.754784
FRB20210302J 4.289795 15.728641 850.930070 798.065665 801.742905
FRB20210302F 39.141409 1.966080 385.980714 323.343085 320.202996
FRB20210302D 1.147658 1.966080 485.253378 455.859201 464.375332
FRB20210302B 1.633480 1.966080 301.239558 276.845051 277.847561
FRB20210302H 0.403581 3.932160 849.932790 784.939972 787.264327
FRB20210303I 3.370345 1.966080 929.823946 781.905959 713.926511
FRB20210303H 5.290106 4.915200 380.371184 199.112348 106.431682
FRB20210303G 0.824142 9.830401 1016.688914 926.149049 902.230644
FRB20210303K 1.168267 1.966080 715.513569 651.719821 648.112744
FRB20210303J 1.788552 3.932159 772.336113 719.169048 722.661246
FRB20210303E 0.793464 10.813441 608.286758 569.249337 581.843891
FRB20210303D 3.671638 21.626879 820.538084 766.652685 775.763266
FRB20210303C 2.856754 4.915199 348.432489 312.711536 321.658932
FRB20210304F 1.608407 1.966080 434.325812 271.924326 176.524978
FRB20210304E 10.160534 2.949120 1144.272492 968.706926 861.766931
FRB20210304D 12.372286 24.576002 423.704337 386.613693 397.418142
FRB20210304D 12.372286 24.576002 423.704337 386.613693 397.418142
FRB20210304H 4.918886 14.745601 209.691439 149.599630 149.665225
FRB20210304C 2.728509 3.932159 784.598294 764.163655 764.872362
FRB20210304G 1.988794 2.949120 291.972173 246.398493 252.416680
FRB20210305D 1.742498 7.864321 1311.298286 1255.836950 1258.139239
FRB20210305C 0.326452 1.966080 242.699340 213.873231 230.220746
FRB20210306A 3.121575 2.949120 722.159933 654.586769 649.996622
FRB20210307C 2.021118 5.898239 377.441720 347.219513 355.149534
FRB20210307A 10.597264 32.440323 2903.706361 2859.703955 2868.071272
FRB20210307D 0.787493 2.949120 1161.654315 1106.498187 1114.065912
FRB20210308A 5.792710 2.949120 616.537913 581.588206 594.003011
FRB20210308B 0.629938 1.966080 211.796082 126.236207 116.701664
FRB20210309E 16.257306 35.389435 402.475262 361.760985 372.459771
FRB20210309D 12.997046 1.966080 134.082826 101.693788 109.283451
FRB20210309C 6.429892 16.711677 602.818205 579.711809 579.469541
FRB20210309F 0.817481 1.966080 546.969002 369.046940 253.788089
FRB20210309B 2.818862 4.915199 579.032816 531.190344 539.587817
FRB20210309A 5.976201 2.949120 635.097054 475.539573 449.111317
FRB20210310B 3.650279 3.932159 779.402331 758.234548 762.712263
FRB20210311C 4.382148 3.932159 344.592833 289.531551 291.063497
FRB20210311B 1.134439 1.966081 888.848977 841.230194 843.666074
FRB20210311E 2.301223 1.966080 295.240878 223.371290 217.030437
FRB20210311A 3.040935 9.830398 1236.429360 1196.275299 1202.797544
FRB20210312C 3.463982 1.966080 576.094792 532.493433 526.066745
FRB20210312B 1.535101 0.983040 358.307162 268.949241 247.553938
FRB20210312A 2.475820 1.966081 1212.847149 1168.576603 1175.975456
FRB20210313D 7.268962 2.949120 890.338773 836.000280 839.125453
FRB20210313C 1.940778 1.966080 530.493665 481.760130 487.916514
FRB20210313A 2.264275 1.966081 402.948555 350.856323 354.984319
FRB20210314D 4.255832 3.932159 867.915114 828.974608 836.651607
FRB20210314C 3.814006 1.966080 510.628229 378.388030 411.248219
FRB20210314F 3.636021 21.626877 928.392634 876.906171 881.252742
FRB20210314B 4.362894 1.966080 482.959690 421.963799 421.314179
FRB20210314E 6.199597 14.745598 372.409858 337.374206 346.172303
FRB20210315B 2.133199 2.949120 525.620244 499.402450 505.237950
FRB20210315A 5.333258 27.525116 722.203848 676.829335 682.634583
FRB20210316B 2.547012 2.949120 642.384945 587.911555 590.466034
FRB20210316A 4.472730 6.881280 862.768038 828.684663 835.973050
FRB20210320B 1.009061 1.966080 416.810919 359.894277 362.226856
FRB20210321C 1.241582 1.966080 743.080588 697.289291 704.194515
FRB20210322D 1.824451 1.966080 160.541769 108.792234 113.446516
FRB20210322C 0.873492 1.966080 324.315527 284.979302 292.627569
FRB20210322E 2.887633 28.508160 880.017146 827.959640 837.916497
FRB20210323B 2.262743 2.949120 628.008007 589.937294 601.157487
FRB20210323D 1.652739 4.915200 776.313272 704.284097 701.526542
FRB20210324A 8.459313 53.084161 963.439249 942.746082 943.611009
FRB20210325B 2.919302 33.423359 850.923276 734.799958 740.939145
FRB20210326D 5.037911 5.898240 1032.075916 977.310228 980.612240
FRB20210326C 2.361237 1.966080 298.595537 214.211747 210.020222
FRB20210326E 2.629529 4.915200 547.760413 497.592626 502.157837
FRB20210327E 1.838354 1.966080 584.858103 549.500947 558.561150
FRB20210327D 2.010121 6.881280 864.163933 800.756533 798.474291
FRB20210328E 1.061948 4.915200 1049.509247 1012.636360 1025.387309
FRB20210328D 7.226103 7.864320 430.652934 395.931886 405.037093
FRB20210328F 0.307017 1.966080 682.806240 661.371413 663.417187
FRB20210328C 41.966610 56.033280 1128.280399 1087.194118 1093.976549
FRB20210328B 1.185822 2.949120 702.486718 672.174199 680.064532
FRB20210329B 11.176351 30.474239 1312.897063 1281.147588 1289.869845
FRB20210329C 1.922328 5.898240 449.960670 393.234657 394.068998
FRB20210330C 7.431468 12.779520 378.540251 311.360820 306.759551
FRB20210330A 2.448588 3.932160 607.081447 535.957728 521.326315
FRB20210330E 2.078522 5.898240 1421.808906 1387.824678 1396.411297
FRB20210330D 1.978020 6.881280 2279.741632 2212.055530 2205.085332
FRB20210331H 0.846443 1.966080 628.916855 594.497830 601.741583
FRB20210331G 0.876892 1.966080 593.326493 550.431850 556.648851
FRB20210331E 4.731301 3.932160 712.339955 658.708539 664.559078
FRB20210402G 5.756200 55.050240 472.838149 399.485477 389.572422
FRB20210402F 0.401209 2.949120 368.949905 328.745615 341.170165
FRB20210402E 3.233779 1.966080 1883.795705 1838.556973 1845.333046
FRB20210402D 5.438107 1.966080 720.009859 682.706585 690.590268
FRB20210402C 1.935631 3.932160 902.963360 827.791948 842.417049
FRB20210403E 1.618411 1.966080 727.968856 664.715363 666.178275
FRB20210403D 1.027648 1.966080 1205.067470 1127.314655 1117.643048
FRB20210403C 3.663757 1.966080 366.126160 321.214279 327.508644
FRB20210404D 5.332608 1.966080 295.235306 199.651822 217.172605
FRB20210406E 67.047500 1.966080 355.281128 293.500694 294.768405
FRB20210406F 2.110265 4.915200 602.881258 564.692043 573.669927
FRB20210406D 2.505281 3.932160 520.282986 442.338084 453.006038
FRB20210406C 1.580046 1.966080 787.283439 682.067520 686.019645
FRB20210406B 1.353123 1.966080 597.732641 536.730936 544.098240
FRB20210408E 4.717483 7.864320 551.593693 496.552411 499.168823
FRB20210408G 2.031681 118.947850 456.474787 394.104113 391.970980
FRB20210408D 12.872374 7.864321 676.727419 641.995526 654.564910
FRB20210408C 1.640379 1.966080 667.763792 634.142970 645.354509
FRB20210408B 3.701582 6.881280 1434.086106 1385.220874 1390.566159
FRB20210408A 3.675333 3.932160 521.308598 481.438833 490.656492
FRB20210409D 2.568769 9.830400 730.246273 634.442279 606.505611
FRB20210409C 8.009166 1.966080 516.151724 385.772358 330.280114
FRB20210410B 1.631265 1.966080 403.895212 355.981058 362.528304
FRB20210410A 2.401529 1.966080 836.556241 768.859260 765.005785
FRB20210411E 6.319710 13.762560 2147.981547 2093.676240 2097.929177
FRB20210411D 10.746815 4.915200 1224.543742 1204.454617 1203.536899
FRB20210411C 2.908261 5.898240 632.407524 455.694784 503.015003
FRB20210412E 2.663576 7.864319 1589.485441 1557.307779 1567.945498
FRB20210412D 2.791260 6.881281 1508.983328 1421.232027 1422.296212
FRB20210412C 3.661453 7.864321 463.844077 371.964965 345.937104
FRB20210412B 20.945810 17.694721 955.715304 772.692058 686.220883
FRB20210413E 28.515628 2.949120 313.448895 284.479905 292.378197
FRB20210413D 1.331361 3.932160 149.255346 117.901073 126.336631
FRB20210413C 1.445923 2.949120 508.654477 476.502921 484.252317
FRB20210413C 1.445923 2.949120 508.654477 476.502921 484.252317
FRB20210413F 2.160298 2.949120 277.468133 218.696881 218.643637
FRB20210413A 10.562988 4.915199 353.468495 268.786273 250.726453
FRB20210414D 2.413490 1.966080 770.993003 737.975902 746.395023
FRB20210414E 1.066198 1.966080 829.678808 794.998705 802.252458
FRB20210414C 9.745308 12.779521 903.086467 880.931405 880.560815
FRB20210414B 2.676802 9.830401 592.956456 533.759668 542.959661
FRB20210414A 2.520898 1.966080 875.055756 794.460068 789.172611
FRB20210415F 1.006680 1.966080 561.566447 475.259004 456.175998
FRB20210415E 4.023090 5.898240 1189.630978 1138.285062 1142.065100
FRB20210415B 26.625156 21.626877 555.853995 521.393730 530.321797
FRB20210415A 6.380426 37.355514 834.478298 778.069730 788.734424
FRB20210416E 1.778680 2.949120 480.495728 373.917721 378.102942
FRB20210416C 2.847732 1.966080 406.745778 340.571639 340.259270
FRB20210416D 1.453842 1.966080 205.089736 168.097196 177.084187
FRB20210416B 2.229575 1.966080 656.248737 585.341346 592.237318
FRB20210416A 2.674020 7.864321 479.492702 397.823436 391.114050
FRB20210417A 5.327688 1.966080 148.459130 118.784520 126.674507
FRB20210418D 1.631348 1.966080 1355.748064 1335.613834 1340.353781
FRB20210418C 7.780719 23.592956 906.466164 762.231684 792.277448
FRB20210418B 12.232908 1.966080 882.137187 834.291850 842.321876
FRB20210418A 6.492637 10.813438 256.486971 188.971209 191.561418
FRB20210419B 3.501382 17.694721 1045.276700 1013.344588 1021.062512
FRB20210419A 7.134279 3.932160 719.899286 555.155872 604.097026
FRB20210421C 1.999852 13.762560 1646.526311 1594.722095 1599.031748
FRB20210421F 4.628087 33.423360 1201.622922 1173.327118 1189.408712
FRB20210421D 0.337683 1.966080 268.383173 238.702229 245.434295
FRB20210421B 3.548416 3.932160 574.646665 541.181038 548.590537
FRB20210422B 1.475353 2.949120 223.627474 183.930470 196.548899
FRB20210422A 1.945369 2.949120 545.205398 461.039631 447.125217
FRB20210423H 2.881757 15.728640 341.537822 274.303011 259.171139
FRB20210423F 3.700035 1.966080 385.687765 345.315629 353.341117
FRB20210423E 2.117793 17.694720 274.178986 251.498147 254.051389
FRB20210423D 1.940193 3.932160 295.683550 272.071043 274.857335
FRB20210423C 5.731245 3.932160 763.172541 719.263605 725.290600
FRB20210423B 10.841774 63.897600 1381.815015 1337.175223 1343.081989
FRB20210423A 3.910853 1.966080 815.460298 775.231802 783.587225
FRB20210424A 9.226275 16.711680 971.704455 889.058587 869.779821
FRB20210424B 1.849373 1.966080 774.526914 723.940663 732.438559
FRB20210425A 2.109107 1.966080 932.295586 788.713545 717.834033
FRB20210426A 6.543522 1.966080 1107.730938 1055.243138 1059.216855
FRB20210427B 10.077166 17.694721 617.254698 583.329070 591.783604
FRB20210427A 82.928731 2.949120 268.413545 203.908684 202.667284
FRB20210427C 1.540648 1.966080 200.772298 151.338502 156.282631
FRB20210428C 2.839838 11.796481 283.161504 174.503280 136.993822
FRB20210428A 4.311162 4.915200 849.288379 794.789604 797.460168
FRB20210428B 2.527043 9.830400 670.322381 591.537317 581.275042
FRB20210429C 6.534478 1.966080 592.265379 548.528903 556.540409
FRB20210429B 11.823449 3.932160 390.429557 301.602684 280.416241
FRB20210429A 1.476192 1.966080 911.895681 867.291172 873.496529
FRB20210430I 1.004807 1.966080 598.480436 552.519477 557.022261
FRB20210430J 3.896327 9.830401 826.901122 787.806762 800.761814
FRB20210430F 3.658121 8.847360 605.689044 566.580122 575.883686
FRB20210430E 2.078521 3.932160 3130.191624 3098.247076 3106.291530
FRB20210430D 3.499050 6.881280 755.081052 729.583594 730.138945
FRB20210430C 1.511406 1.966080 496.011928 449.188174 456.274142
FRB20210430B 0.316838 6.881281 1003.232947 896.093433 880.484414
FRB20210430A 1.505132 1.966080 408.533880 266.369530 208.188445
FRB20210501C 2.921764 15.728641 1197.765673 1165.074374 1172.673087
FRB20210501D 1.861648 29.491199 573.129944 521.577930 525.933168
FRB20210501B 4.798701 3.932160 383.442982 174.791549 55.445459
FRB20210501A 11.172192 1.966080 233.077159 147.749927 129.248513
FRB20210501A 11.172192 1.966080 233.077159 147.749927 129.248513
FRB20210502B 1.109260 1.966080 304.721013 253.208656 257.770102
FRB20210502A 1.822773 1.966080 1101.120432 990.508119 969.692068
FRB20210503A 1.063959 2.949120 388.288605 296.755453 285.713531
FRB20210504F 5.085273 11.796481 1258.038696 1204.981032 1208.645290
FRB20210504E 8.020326 3.932160 722.393796 689.667081 698.560863
FRB20210504E 8.020326 3.932160 722.393796 689.667081 698.560863
FRB20210504C 2.880511 9.830398 719.464873 675.538146 681.736757
FRB20210504B 3.445444 3.932160 400.456018 227.633317 217.631077
FRB20210505F 1.554456 1.966080 411.292324 365.151097 371.638836
FRB20210505E 2.137970 3.932159 269.903395 230.815783 240.954906
FRB20210505D 2.336630 8.847361 550.058976 514.640895 525.002508
FRB20210505C 1.488607 1.966080 574.340095 537.570411 545.289838
FRB20210505B 29.367980 3.932160 1013.434390 834.762871 756.496828
FRB20210505A 5.155021 4.915200 1300.187945 1186.735398 1147.095161
FRB20210506D 3.188553 1.966080 565.787069 512.456593 520.806460
FRB20210506C 1.671828 1.966080 854.098071 802.394130 806.659872
FRB20210506E 2.375122 2.949120 670.303481 604.707403 601.769795
FRB20210506B 0.329186 1.966080 643.809974 570.516479 575.620651
FRB20210506A 1.631174 3.932160 437.394168 309.904250 262.049499
FRB20210507C 4.570974 1.966080 1122.551925 1102.614026 1103.070761
FRB20210507B 2.069188 4.915200 415.489336 291.477635 244.122609
FRB20210507A 2.313254 5.898239 525.785442 385.349557 344.498251
FRB20210508B 3.013720 6.881279 453.892034 406.586588 414.135270
FRB20210508A 7.737992 7.864321 325.089126 279.691495 285.814304
FRB20210509A 3.572033 2.949120 452.443090 398.938228 397.248120
FRB20210512B 4.257984 1.966080 855.556272 809.245434 815.644019
FRB20210512C 1.187864 5.898240 229.210126 196.359524 205.004402
FRB20210512A 3.992830 8.847360 778.634667 599.179564 495.525642
FRB20210513B 6.454843 1.966080 295.895006 266.560757 274.566925
FRB20210513B 6.454843 1.966080 295.895006 266.560757 274.566925
FRB20210513C 6.810874 7.864320 139.133766 106.591687 115.484736
FRB20210513A 1.667594 1.966080 323.982913 262.784154 261.387396
FRB20210514B 0.511705 1.966080 606.127896 549.531478 558.015212
FRB20210514A 7.540656 6.881280 233.324908 195.322336 204.011990
FRB20210518D 0.843360 1.966080 309.996162 272.115305 279.933799
FRB20210521F 1.396771 1.966080 341.843746 286.046511 288.620913
FRB20210521E 1.596714 1.966080 282.945728 24.855905 91.026789
FRB20210521B 3.624479 1.966080 1491.387300 1312.720724 1212.403800
FRB20210521G 0.896685 1.966080 385.507967 291.810636 266.140010
FRB20210521D 2.312417 8.847360 1079.160499 1020.853593 1020.131725
FRB20210522C 0.752255 1.966080 1031.902866 975.524215 974.760816
FRB20210522A 2.419920 1.966080 301.367930 227.538604 209.085507
FRB20210523G 0.641204 1.966080 866.513504 815.349567 815.276985
FRB20210523F 0.196276 1.966080 675.297693 643.453119 653.657161
FRB20210523D 1.409837 1.966080 234.470133 209.748012 222.388945
FRB20210523B 6.639577 5.898240 514.081009 463.495456 468.006977
FRB20210524B 5.958805 1.966080 377.556155 324.331101 327.994438
FRB20210524A 3.091360 1.966080 927.707728 430.387122 273.511321
FRB20210524D 0.896415 3.932160 853.829796 733.303076 746.417468
FRB20210525B 4.453757 1.966080 291.525840 243.999637 246.756387
FRB20210526A 4.739953 2.949120 529.859575 441.435130 420.901933
FRB20210526C 2.974206 5.898240 489.991796 376.535280 330.462868
FRB20210527E 1.292833 3.932160 581.964823 535.754566 541.408237
FRB20210527B 5.446686 9.830398 355.835510 300.311505 308.242223
FRB20210527A 4.886849 12.779518 361.663765 219.332753 201.377924
FRB20210528B 1.394654 1.966080 698.542178 670.268073 677.502610
FRB20210528A 1.278860 3.932160 646.126180 602.148735 608.395720
FRB20210529B 6.032254 1.966080 262.235912 218.167505 226.255129
FRB20210529A 12.080891 3.932159 662.848431 612.124064 620.984818
FRB20210530D 21.456965 59.965445 512.135925 481.026300 488.823102
FRB20210530E 2.061469 2.949120 991.638706 955.580120 962.550867
FRB20210530C 4.749194 3.932160 965.834597 936.409379 940.782023
FRB20210530B 4.197105 2.949120 685.803476 606.348643 620.551496
FRB20210531B 5.884681 1.966080 897.556531 863.894436 873.984959
FRB20210531C 2.681050 1.966080 483.281035 453.219471 459.054122
FRB20210531A 1.759632 0.983040 278.169036 255.956667 255.702144
FRB20210531E 6.233818 4.915199 875.784217 684.003099 595.162415
FRB20210603D 3.535226 1.966080 502.223473 269.385185 161.646674
FRB20210603A 38.480107 1.966080 500.192125 460.860883 469.372594
FRB20210603A 38.480107 1.966080 500.192125 460.860883 469.372594
FRB20210603A 38.480107 1.966080 500.192125 460.860883 469.372594
FRB20210603C 8.564650 6.881281 382.208185 346.978568 355.973634
FRB20210603C 8.564650 6.881281 382.208185 346.978568 355.973634
FRB20210603B 5.914912 30.474243 747.079200 685.707674 676.626322
FRB20210604B 3.008733 17.694721 641.271213 609.386835 620.562757
FRB20210604A 6.277710 0.983040 529.474223 493.117641 500.984628
FRB20210605B 1.376566 3.932160 1050.752010 985.738949 994.728061
FRB20210605C 2.598622 4.915200 407.732714 332.979467 322.613635
FRB20210606E 4.341531 5.898239 431.403371 396.103612 409.291134
FRB20210606C 2.920265 1.966080 734.810750 699.359359 706.781446
FRB20210606B 2.997728 17.694717 529.682512 500.033900 502.798756
FRB20210606A 1.346792 2.949120 827.526811 767.940168 775.952917
FRB20210607D 0.343151 1.966080 1164.915471 1142.826549 1145.797130
FRB20210607B 6.338427 1.966080 364.680098 319.945058 326.049158
FRB20210607C 1.002587 1.966080 450.220656 412.489539 420.126407
FRB20210607A 2.484221 1.966080 548.465684 487.532977 486.188438
FRB20210608A 2.437140 14.745598 1228.638286 1125.211868 1122.223161
FRB20210609D 3.123443 2.949120 587.935971 560.353706 562.289175
FRB20210609E 1.457168 1.966080 894.036373 856.023565 862.935579
FRB20210609C 2.805940 11.796478 1953.852965 1912.843539 1919.736789
FRB20210609B 2.598447 1.966080 1002.981941 953.111869 961.091893
FRB20210609A 2.132508 4.915199 1440.083287 1392.343609 1396.922982
FRB20210610D 4.058353 1.966081 403.299867 364.105543 373.211105
FRB20210610C 17.187668 27.525129 876.233741 855.705531 856.579984
FRB20210610B 5.845803 3.932161 694.874394 645.337317 650.485486
FRB20210612A 2.040635 1.966081 1080.575458 955.373493 919.902539
FRB20210612C 1.836023 1.966081 181.778543 104.393701 109.086886
FRB20210613A 22.599321 58.982391 478.066036 265.270995 257.654833
FRB20210614C 9.036316 16.711677 328.294726 292.427729 300.232743
FRB20210614C 9.036316 16.711677 328.294726 292.427729 300.232743
FRB20210614B 5.632148 2.949120 837.801724 684.136488 654.600013
FRB20210614A 2.541899 1.966081 221.702336 169.530896 169.003523
FRB20210615A 2.046639 2.949120 399.999496 299.999927 268.643926
FRB20210616C 1.407218 17.694717 428.075678 407.198566 408.443710
FRB20210616D 1.238247 5.898239 1087.133792 1057.149989 1063.904640
FRB20210616B 1.103077 2.949121 412.031870 324.410853 343.512191
FRB20210616A 1.693524 1.966080 315.521064 258.168156 260.470610
FRB20210618A 4.751381 9.830400 302.601416 279.559934 280.648148
FRB20210618B 1.461750 5.898240 883.249793 842.715315 850.673980
FRB20210619D 1.807397 1.966080 376.440922 344.470187 352.661686
FRB20210619C 29.569521 4.915200 1428.374310 1394.632393 1402.218236
FRB20210619B 1.128349 1.966080 517.620213 411.013330 403.943312
FRB20210619A 6.933829 1.966080 1162.186456 1032.063158 980.782692
FRB20210620C 2.271707 1.966080 521.435018 475.494121 481.093829
FRB20210620B 4.879634 1.966080 498.914560 441.542193 443.011245
FRB20210620A 1.845011 1.966080 806.176626 726.303085 715.131530
FRB20210621B 2.189837 22.609921 1272.724951 1233.117801 1240.943253
FRB20210621A 10.203857 35.389441 324.261736 162.704575 95.501092
FRB20210622B 2.595154 1.966080 376.914663 273.462750 277.189090
FRB20210622A 4.608729 2.949120 588.498206 531.526381 542.148536
FRB20210623A 1.412287 1.966080 465.433316 306.654550 306.436059
FRB20210627B 60.997153 6.881280 377.647100 326.433795 330.921374
FRB20210627A 68.398266 1.966080 326.423734 294.131195 303.543818
FRB20210706C 2.373902 2.949120 879.194534 858.334025 859.336316
FRB20210706B 4.156970 27.525120 2234.119341 2209.413752 2213.646591
FRB20210706A 2.752987 1.966080 622.827195 500.392277 450.470175
FRB20210706D 2.480680 2.949120 312.705939 166.499065 88.607484
FRB20210708C 2.675002 5.898240 1259.906597 1208.723424 1213.153729
FRB20210708B 9.711204 1.966080 490.038432 462.127411 469.242151
FRB20210708A 2.296733 1.966080 1343.888673 1315.787077 1322.549111
FRB20210709D 3.777653 3.932160 793.431970 770.776297 771.402206
FRB20210709C 1.920410 1.966080 500.717672 469.977264 477.916447
FRB20210709B 4.185967 14.745600 923.239544 869.326227 872.026386
FRB20210709A 3.213209 1.966080 814.539845 769.505915 778.437988
FRB20210710A 11.424053 74.711042 1201.134713 1168.142906 1177.599144
FRB20210712D 0.952428 1.966080 332.758983 223.933160 247.664384
FRB20210712C 23.298165 4.915200 526.310625 470.202168 472.469933
FRB20210713B 2.330056 1.966080 476.430724 438.163079 446.026555
FRB20210713A 1.268399 1.966080 658.832053 561.108618 528.732499
