# name fluence width dm_obs dm_exc_ne2001 dm_exc_ymw16
FRB20200117A 0.475432 1.966080 213.460611 162.976506 167.926609
FRB20200118F 4.282899 20.643837 495.582640 428.753584 424.197187
FRB20200118E 2.007618 3.932161 955.300425 764.390850 655.964941
FRB20200118C 0.671709 1.966080 308.369681 261.677264 268.851626
FRB20200118A 2.014843 1.966080 919.561971 866.811613 870.638060
FRB20200119D 2.952037 4.915199 943.921541 878.412420 860.260072
FRB20200119C 7.374449 24.575996 859.690625 786.223218 775.887971
FRB20200119A 1.968536 5.898239 248.092686 209.603735 218.974801
FRB20200120I 4.590356 4.915202 708.042961 645.934647 653.596317
FRB20200120G 1.814635 1.966080 709.004957 680.634292 684.628494
FRB20200120F 1.592085 15.728638 942.098585 907.413442 911.770695
FRB20200122L 1.156192 1.966081 400.048861 356.526194 365.694166
FRB20200122K 2.203506 2.949120 630.803468 591.571241 603.272980
FRB20200123A 3.064714 3.932159 573.182348 517.532645 528.402514
FRB20200124E 0.394091 1.966080 649.604735 585.696897 583.350065
FRB20200124D 8.792406 29.491195 2691.271929 2647.916709 2658.079044
FRB20200125E 1.585376 5.898239 351.719818 311.412600 320.110043
FRB20200125D 2.822264 10.813438 1266.576458 1217.822504 1219.400369
FRB20200125C 2.050701 10.813438 445.055315 415.704112 424.149981
FRB20200125C 2.050701 10.813438 445.055315 415.704112 424.149981
FRB20200125C 2.050701 10.813438 445.055315 415.704112 424.149981
FRB20200125B 8.170643 1.966080 512.424259 473.287644 480.742610
FRB20200126D 5.895282 13.762558 1045.123483 978.582146 966.521044
FRB20200126C 3.344536 9.830398 343.408882 288.933012 293.414530
FRB20200126B 2.165082 1.966080 1576.594589 1543.612034 1551.304695
FRB20200126A 1.079175 1.966080 569.891463 480.431400 483.622307
FRB20200127C 1.775121 1.966080 150.098738 97.189450 98.754478
FRB20200127A 12.241768 14.745605 1983.167485 1903.861108 1909.533471
FRB20200128B 9.856432 1.966080 913.955837 777.835636 743.956772
FRB20200128C 11.000278 19.660797 401.007415 367.350004 380.142238
FRB20200128A 7.140737 3.932161 439.575839 394.409366 402.432164
FRB20200129B 3.301279 8.847359 1792.418552 1772.200125 1773.781025
FRB20200129A 3.732220 1.966080 747.775120 657.027831 636.291014
FRB20200130B 1.768179 1.966082 904.336609 815.441221 794.542624
FRB20200130A 26.016782 1.966082 507.446501 460.420794 465.784404
FRB20200131A 3.903028 3.932159 1359.247715 1283.751127 1273.545740
FRB20200131B 3.025480 98.303985 1272.553365 1227.289047 1233.053622
FRB20200201A 0.825100 1.966080 362.536683 307.029463 311.149661
FRB20200202B 24.854869 1.966080 402.950637 341.793416 342.551979
FRB20200203D 1.946308 1.966080 180.004285 149.475204 167.333523
FRB20200203C 2.341333 1.966080 265.075856 234.059245 242.011531
FRB20200203E 2.136963 1.966082 555.892135 492.125951 491.252423
FRB20200203B 11.131669 8.847359 744.177636 407.310548 318.438553
FRB20200203H 1.345671 1.966082 1187.295474 1034.094206 946.074995
FRB20200204A 1.185525 0.983040 370.719873 235.130403 167.584154
FRB20200204I 13.846532 12.779518 805.620693 727.935831 712.930371
FRB20200204H 1.154834 10.813438 301.861396 256.048698 262.209306
FRB20200204K 2.729200 6.881285 411.313235 361.203419 365.860068
FRB20200204G 3.741146 2.949120 456.363893 398.014830 400.349365
FRB20200204F 15.369633 1.966080 420.766248 388.189761 397.930232
FRB20200205D 4.642856 2.949122 881.181165 858.027750 861.910783
FRB20200205B 1.884136 7.864319 940.858204 894.628927 903.852936
FRB20200205A 2.694157 25.559036 781.674231 716.547077 727.260391
FRB20200206B 3.560956 6.881285 389.807287 355.518083 363.502201
FRB20200206A 10.438771 1.966082 331.850508 261.849111 255.754178
FRB20200207A 16.501999 0.983040 506.837279 442.522083 440.031277
FRB20200207A 16.501999 0.983040 506.837279 442.522083 440.031277
FRB20200208A 2.353749 3.932160 514.767244 476.246481 485.813041
FRB20200210B 8.081078 36.372480 1073.130796 880.326488 783.293383
FRB20200210B 8.081078 36.372480 1073.130796 880.326488 783.293383
FRB20200212A 13.428350 0.983040 174.197277 107.033301 103.022683
FRB20200213E 2.138276 1.966080 580.528173 524.827427 527.287922
FRB20200213D 3.095231 1.966080 563.204914 435.700838 430.783099
FRB20200214C 0.742053 2.949120 219.138678 194.363336 198.649077
FRB20200215B 1.614408 9.830401 311.430863 225.413221 206.495572
FRB20200216B 2.490700 2.949120 1319.874763 1282.201774 1291.148331
FRB20200217A 48.387550 46.202878 266.273543 224.514800 230.869795
FRB20200218D 1.148006 1.966080 176.919376 154.254662 156.386737
FRB20200218C 10.563964 8.847361 602.353671 570.372907 578.202124
FRB20200218A 1.514616 1.966080 823.173871 741.876290 756.290328
FRB20200219C 2.414744 1.966080 400.305517 377.643432 380.219486
FRB20200220G 1.417237 1.966080 313.372411 257.756006 260.333439
FRB20200220F 1.440502 1.966080 383.328885 343.398452 351.208403
FRB20200220E 2.914305 1.966080 1500.489854 1444.986442 1446.836267
FRB20200221B 0.365887 2.949120 549.992666 521.810584 528.758488
FRB20200222E 2.198027 1.966080 560.882350 526.252123 533.667809
FRB20200222D 14.348315 1.966080 188.037093 130.863268 126.961739
FRB20200222C 1.736567 1.966080 491.003613 460.073818 468.445425
FRB20200222B 6.598949 4.915200 236.474811 208.161665 210.777629
FRB20200222A 2.407573 5.898240 823.106178 762.793246 765.088631
FRB20200223E 8.099659 1.966080 235.962282 168.438784 163.872822
FRB20200223D 14.040726 0.983040 239.175673 199.295567 205.892092
FRB20200223C 7.443359 28.508162 1065.100035 1015.938032 1020.940994
FRB20200223A 1.317759 1.966080 361.309136 267.492242 266.953385
FRB20200224D 0.649659 3.932159 447.251313 410.534216 417.974882
FRB20200225B 4.863456 76.677108 1469.641962 1351.299718 1331.176217
FRB20200225A 26.189051 24.575996 482.570805 444.317516 451.155480
FRB20200225A 26.189051 24.575996 482.570805 444.317516 451.155480
FRB20200227C 3.983626 9.830400 216.546240 164.548769 173.147994
FRB20200227A 1.736450 1.966080 613.817824 560.867698 569.803984
FRB20200229D 5.460316 25.559039 790.007704 749.677709 758.585255
FRB20200229C 3.758368 25.559041 1753.278904 1717.617589 1725.988802
FRB20200229B 2.877985 1.966080 824.430032 792.016972 801.092804
FRB20200229A 2.506355 18.677760 709.310404 512.331411 388.309456
FRB20200301A 5.271105 11.796480 1280.345215 1233.350920 1239.742465
FRB20200302E 7.408035 18.677759 670.510137 609.822652 610.071023
FRB20200302F 5.829335 12.779520 1712.369007 1675.213516 1688.341157
FRB20200302G 4.815712 11.796480 928.860935 879.253522 884.376445
FRB20200302C 3.741930 2.949120 379.973235 342.125933 348.942129
FRB20200302C 3.741930 2.949120 379.973235 342.125933 348.942129
FRB20200302B 3.002544 4.915200 312.624114 256.726037 261.181188
FRB20200302B 3.002544 4.915200 312.624114 256.726037 261.181188
FRB20200302H 0.982904 1.966080 574.906214 527.894541 535.922082
FRB20200304B 3.243157 2.949120 410.362921 310.061279 279.030661
FRB20200304A 7.354269 10.813440 514.208328 458.157643 460.085990
FRB20200305B 27.557523 1.966080 709.853181 674.511559 673.911561
FRB20200306A 2.450763 1.966080 266.474052 210.189303 212.042447
FRB20200306B 34.080052 59.965438 391.459491 356.006686 363.718328
FRB20200306C 10.200864 1.966080 337.222630 271.780882 285.160207
FRB20200307C 7.765109 1.966080 402.300005 358.202904 367.553931
FRB20200308D 3.796635 4.915200 166.901833 129.578504 140.013605
FRB20200308C 3.319599 1.966080 287.695764 247.806338 257.214777
FRB20200308A 4.777139 2.949120 437.275972 392.096849 399.800194
FRB20200309B 1.855102 1.966080 327.286783 259.767902 250.487313
FRB20200310A 2.950934 1.966080 520.990084 479.838130 490.046841
FRB20200311D 3.954413 7.864319 510.807106 434.718328 421.648645
FRB20200311E 16.995095 25.559042 335.337446 301.053248 308.961745
FRB20200311B 5.429306 5.898240 316.409841 287.981302 290.266229
FRB20200311A 5.323003 1.966080 821.598484 679.018935 658.947923
FRB20200313A 7.085382 8.847361 224.435528 174.648247 182.296895
FRB20200314H 1.052635 9.830398 1127.911235 1031.495755 996.182033
FRB20200314F 2.738445 1.966080 732.394858 709.358588 712.030574
FRB20200314E 3.809346 1.966080 963.096829 938.835865 941.112664
FRB20200314D 5.965093 8.847361 642.676483 609.048555 615.154347
FRB20200314B 2.513246 1.966080 572.105361 517.892040 523.314322
FRB20200315D 6.008342 1.966080 2579.256512 2546.310756 2557.392985
FRB20200315A 43.184691 18.677762 440.479854 355.558111 359.061625
FRB20200315A 43.184691 18.677762 440.479854 355.558111 359.061625
FRB20200316C 1.667670 1.966080 425.132678 380.200074 387.055350
FRB20200316B 3.476137 5.898240 280.139106 242.165025 249.248648
FRB20200316A 2.191399 6.881281 1546.703059 1479.249882 1481.871397
FRB20200317G 1.181088 1.966080 756.032247 698.696803 701.907079
FRB20200317F 8.716094 3.932160 702.819185 668.477128 678.886191
FRB20200317H 0.979175 1.966080 1137.647284 1102.759954 1112.252473
FRB20200317E 1.610034 3.932160 1029.706227 995.773214 1003.842611
FRB20200317C 5.038070 1.966080 281.458740 252.213350 259.746553
FRB20200317C 5.038070 1.966080 281.458740 252.213350 259.746553
FRB20200317B 51.118153 1.966080 216.491395 193.401323 193.163550
FRB20200317A 3.525106 3.932160 697.246327 660.041301 667.052200
FRB20200318B 24.943237 7.864320 269.096527 226.853787 234.201245
FRB20200318B 24.943237 7.864320 269.096527 226.853787 234.201245
FRB20200318B 24.943237 7.864320 269.096527 226.853787 234.201245
FRB20200318B 24.943237 7.864320 269.096527 226.853787 234.201245
FRB20200318A 2.048227 3.932160 531.970573 475.809838 485.882604
FRB20200319B 4.115951 1.966080 712.855504 656.968506 654.743907
FRB20200319A 2.527587 1.966080 607.539620 558.905070 563.851478
FRB20200320E 3.300566 1.966080 657.479642 604.188274 607.729673
FRB20200320D 0.801175 2.949120 584.137357 545.147698 551.941599
FRB20200320C 7.428648 15.728640 235.180396 77.449023 79.012938
FRB20200320B 6.653080 2.949120 588.667863 547.107310 554.475001
FRB20200320A 123.043686 8.847360 594.709406 549.064470 555.669385
FRB20200321F 0.506194 5.898240 1133.915170 1079.481163 1079.566182
FRB20200321E 2.441726 4.915200 801.775528 752.749758 758.723460
FRB20200321E 2.441726 4.915200 801.775528 752.749758 758.723460
FRB20200321D 7.751395 7.864320 387.443781 350.698433 361.137984
FRB20200321C 2.439430 1.966080 982.086422 949.416500 957.368229
FRB20200321B 3.449502 11.796480 1642.784178 1564.845247 1556.548226
FRB20200322C 1.910424 2.949120 662.844610 621.717304 633.467891
FRB20200323G 4.606266 4.915200 627.871246 497.258358 463.901942
FRB20200323F 3.836875 2.949120 389.112682 291.821343 237.008539
FRB20200324H 3.160595 1.966080 1188.971051 1155.793788 1165.961833
FRB20200324G 3.289404 3.932160 1250.257387 1212.427030 1219.155770
FRB20200324F 5.276040 6.881280 539.256384 488.917105 494.165915
FRB20200324E 1.462435 1.966080 436.437986 231.475965 233.534564
FRB20200325A 1.642791 3.932160 738.648693 682.736533 684.886170
FRB20200327G 1.659913 1.966080 479.138526 404.227179 392.822316
FRB20200327F 2.517914 1.966080 628.091997 607.959744 611.902103
FRB20200327E 5.668380 1.966080 208.157236 171.866398 179.852152
FRB20200327D 11.495649 1.966080 739.901917 695.358962 704.034234
FRB20200327C 3.116031 13.762560 1007.707518 921.592392 924.584661
FRB20200327B 13.367899 1.966080 513.707027 467.774259 475.845440
FRB20200327A 5.208676 9.830400 526.440544 468.860318 477.571324
FRB20200328C 13.399638 1.966080 334.276483 290.784689 301.187237
FRB20200328A 7.574428 1.966080 899.940532 698.704645 574.241034
FRB20200329A 4.854570 1.966080 183.441007 140.711858 146.867764
FRB20200330B 2.301709 1.966080 694.409540 647.365244 653.524802
FRB20200401B 42.755828 3.932160 659.802127 494.166482 416.862916
FRB20200401A 6.976232 12.779520 1149.479314 1106.431979 1113.811675
FRB20200401A 6.976232 12.779520 1149.479314 1106.431979 1113.811675
FRB20200405B 10.889172 3.932160 401.812122 369.491287 378.962360
FRB20200412D 2.081640 1.966080 350.953599 325.889187 326.699631
FRB20200412C 4.829046 3.932160 380.685403 344.255597 351.148282
FRB20200412B 9.158687 1.966080 419.170934 380.202304 386.838778
FRB20200412A 1.737865 3.932160 839.385285 755.275240 726.724332
FRB20200415B 2.829280 1.966080 254.495889 157.836704 128.842736
FRB20200415A 0.261227 4.915199 724.411003 605.566253 584.723883
FRB20200416D 6.531532 9.830398 602.625584 534.904089 521.109360
FRB20200416C 2.726641 1.966080 386.776949 318.650410 317.068319
FRB20200416B 6.799305 1.966080 581.120504 453.597475 394.318131
FRB20200416A 9.313550 11.796481 538.558646 330.353172 227.574060
FRB20200417C 2.049397 1.966080 554.174662 494.689095 495.583130
FRB20200417B 2.789140 1.966080 850.330426 805.797786 813.067067
FRB20200418B 3.287804 1.966080 1422.171717 1402.124531 1404.111572
FRB20200419C 16.378084 14.745605 345.244217 309.070187 319.456702
FRB20200420C 1.784734 2.949120 449.448910 370.614444 356.783822
FRB20200420B 8.481694 1.966081 352.542100 249.810100 235.275035
FRB20200421C 3.140931 1.966081 1017.223721 987.762386 995.411923
FRB20200421B 5.705348 41.287674 939.690522 823.486771 846.073564
FRB20200421A 3.737849 1.966081 264.560896 224.258888 231.441014
FRB20200422D 0.998589 0.983040 568.165583 536.270959 550.963369
FRB20200422C 0.857435 0.983040 453.652408 424.153892 428.101244
FRB20200422B 0.410529 0.983040 525.712627 447.578421 434.412800
FRB20200423E 0.756718 6.881279 663.021266 611.356118 615.634431
FRB20200423D 5.565587 1.966080 663.685933 589.994728 605.952664
FRB20200423C 3.951239 17.694717 1002.897033 863.313080 855.161452
FRB20200427C 6.787294 7.864320 551.046396 473.831489 458.177025
FRB20200427B 1.453369 4.915200 576.378813 535.828798 543.461652
FRB20200427A 14.462171 1.966080 308.995727 233.839172 222.650454
FRB20200427A 14.462171 1.966080 308.995727 233.839172 222.650454
FRB20200428E 2.098600 3.932160 470.497676 430.673779 439.076126
FRB20200428C 0.871186 1.966080 1149.960287 1094.290958 1102.672797
FRB20200428B 1.284824 2.949120 654.219011 536.665239 538.009386
FRB20200428A 1.217663 4.915200 1192.102603 1133.981161 1142.258514
FRB20200429D 3.178592 1.966080 765.007554 742.984666 744.008525
FRB20200429C 5.208889 8.847360 846.581472 781.366692 781.395470
FRB20200429C 5.208889 8.847360 846.581472 781.366692 781.395470
FRB20200429B 7.562495 1.966080 678.375003 627.667063 632.334280
FRB20200429A 1.837407 2.949120 268.544237 206.283152 204.986060
FRB20200430D 2.613648 13.762560 845.502931 785.235518 796.935478
FRB20200430C 1.528699 7.864320 503.522902 414.086122 411.578219
FRB20200430C 1.528699 7.864320 503.522902 414.086122 411.578219
FRB20200430B 33.338102 26.542079 798.143562 690.682147 654.648681
FRB20200501C 2.236802 2.949120 187.489076 150.057410 157.604515
FRB20200501B 3.883600 6.881280 1120.975005 1075.248315 1081.264512
FRB20200501A 4.667511 23.592959 469.068603 418.484483 424.267716
FRB20200502A 8.205898 3.932160 412.059712 359.683324 363.643463
FRB20200503B 1.733433 1.966080 674.208221 623.573647 628.432169
FRB20200503A 2.743829 2.949120 799.334242 763.835068 774.585425
FRB20200505B 1.518014 1.966080 760.891299 723.633329 736.732564
FRB20200505A 5.484790 19.660799 704.005141 639.310661 636.298258
FRB20200506E 0.414290 9.830400 1243.738244 1161.367998 1141.933308
FRB20200506D 0.643200 2.949120 990.790052 953.137971 965.927774
FRB20200506C 0.718107 1.966080 1096.901012 1074.294007 1074.320303
FRB20200506B 2.512479 9.830400 1280.453274 1024.221254 997.677219
FRB20200506A 4.660020 10.813440 755.712024 629.550440 607.550678
FRB20200507A 8.612481 2.949120 166.892654 114.289402 123.379193
FRB20200508E 1.737958 1.966080 261.757633 195.295026 193.770531
FRB20200508D 4.533947 5.898240 485.673181 320.912740 318.766941
FRB20200508C 2.130594 1.966080 479.490552 421.044596 421.742410
FRB20200508B 0.246886 1.966080 486.723391 407.622772 390.933184
FRB20200509C 7.950502 17.694717 1038.892223 1000.002798 1009.862506
FRB20200509B 15.518391 20.643842 350.376658 320.762076 328.409982
FRB20200509A 3.283691 9.830401 865.188904 772.361182 747.429204
FRB20200511C 3.405614 9.830401 1835.040394 1715.927121 1706.477781
FRB20200511B 2.520739 7.864321 569.449063 456.012702 411.972423
FRB20200511A 1.613327 1.966080 261.873318 146.233885 99.410117
FRB20200512E 5.474626 15.728641 416.466237 383.317880 391.060119
FRB20200512D 1.556409 11.796481 711.919686 617.829391 638.266553
FRB20200512C 0.598636 1.966080 313.989020 206.889359 193.595463
FRB20200512B 8.362741 5.898240 839.323857 658.127104 581.453206
FRB20200514E 7.680439 8.847359 650.338326 594.558954 597.315347
FRB20200516H 8.731054 22.609920 859.451472 808.670899 813.331287
FRB20200516G 2.730552 1.966080 223.819905 203.761269 204.119037
FRB20200516E 8.708214 3.932160 988.072041 941.536567 950.658903
FRB20200516D 1.781143 1.966080 682.893027 546.534293 577.938807
FRB20200516C 1.903155 4.915200 306.249288 195.916051 155.048224
FRB20200516B 3.378496 0.983040 217.773208 122.576015 95.163937
FRB20200518B 1.470670 6.881280 102.646519 76.421884 79.579422
FRB20200519C 1.997033 1.966080 472.869522 444.238580 451.428777
FRB20200519B 6.348025 1.966080 496.445910 443.510090 447.296624
FRB20200519A 12.316581 1.966080 563.540695 511.134525 518.527984
FRB20200520B 1.873454 1.966080 351.419522 302.667270 308.127482
FRB20200520A 4.530008 8.847360 631.844124 575.920613 584.364388
FRB20200521C 9.382207 6.881280 891.191861 864.373722 868.623624
FRB20200521D 12.591797 24.576002 653.535009 615.465629 622.185641
FRB20200521B 11.447528 6.881281 578.999789 545.327716 548.469075
FRB20200521A 2.941532 1.966080 315.124131 270.960563 279.471548
FRB20200522B 10.758741 19.660802 1400.482738 1349.422052 1353.774066
FRB20200522A 9.060782 1.966080 605.950254 553.524230 562.922541
FRB20200523E 1.293440 1.966080 560.487119 527.859168 537.936465
FRB20200523D 3.776485 5.898240 1425.120333 1402.801518 1402.383212
FRB20200523C 0.844954 1.966080 353.479110 295.223733 297.659214
FRB20200523B 12.016412 4.915200 450.056537 305.977423 249.981349
FRB20200524A 5.362382 3.932160 715.130259 678.751948 687.564973
FRB20200525C 1.595682 1.966080 339.623226 305.787319 314.766300
FRB20200525B 7.747065 4.915200 243.512549 216.043009 217.367812
FRB20200525B 7.747065 4.915200 243.512549 216.043009 217.367812
FRB20200525A 6.892651 2.949120 471.321631 432.937427 439.780439
FRB20200530A 1.671770 4.915200 323.982248 290.428450 297.869249
FRB20200530B 2.293590 5.898240 486.973297 429.511552 437.045404
FRB20200530C 7.012880 15.728640 340.260666 302.686282 311.720599
FRB20200603B 11.128488 15.728640 295.097188 252.992421 260.979152
FRB20200603B 11.128488 15.728640 295.097188 252.992421 260.979152
FRB20200603B 11.128488 15.728640 295.097188 252.992421 260.979152
FRB20200603A 8.092798 12.779520 1158.516885 1097.606225 1104.274420
FRB20200606B 3.494120 20.643840 434.263173 394.141157 401.207469
FRB20200606A 16.115385 14.745600 723.133557 676.390567 684.287131
FRB20200607E 0.552449 3.932160 220.150753 195.249809 195.971957
FRB20200607D 3.708599 3.932160 519.105688 470.491889 480.018995
FRB20200607B 2.424310 13.762560 427.831415 373.130223 376.718810
FRB20200608A 1.631076 1.966080 705.792217 685.415221 685.837264
FRB20200609D 2.434918 1.966080 895.037716 855.568888 864.071432
FRB20200609C 6.491751 40.304640 389.851309 317.991155 312.587646
FRB20200609B 0.746609 3.932160 325.463888 184.340791 218.699825
FRB20200609A 20.211366 1.966080 478.738876 431.826106 435.939755
FRB20200610B 2.384640 3.932160 947.841626 799.713540 813.284509
FRB20200610A 1.557708 1.966080 637.618374 448.022628 353.750240
FRB20200612A 11.597300 43.253761 707.404792 597.714212 612.757026
FRB20200613B 7.234343 9.830400 506.794387 457.803322 464.558618
FRB20200615D 6.718002 17.694721 334.565313 287.179253 292.607552
FRB20200615C 38.983203 7.864321 318.711110 283.282048 287.614299
FRB20200615C 38.983203 7.864321 318.711110 283.282048 287.614299
FRB20200615B 2.712026 1.966080 781.822899 730.713842 740.575659
FRB20200615A 3.191313 1.966080 211.587910 163.589441 172.093593
FRB20200616B 3.843147 1.966080 748.519875 692.102897 700.381645
FRB20200617B 1.547573 1.966080 597.417582 549.081958 554.248712
FRB20200617A 6.816273 1.966080 475.678844 414.549112 416.694733
FRB20200618A 1.297776 1.966080 671.470509 548.163720 565.344109
FRB20200620D 1.538593 1.966080 615.611270 588.733784 595.235352
FRB20200620C 1.312169 1.966080 367.441292 334.754469 342.671501
FRB20200620A 1.154719 6.881281 1475.083935 1288.786115 1198.470536
FRB20200621B 10.126892 8.847361 640.426458 605.879148 613.133831
FRB20200623A 6.660210 2.949120 981.480640 948.703202 958.010136
FRB20200624D 1.998036 1.966080 322.443863 293.673023 301.729118
FRB20200624C 1.660796 1.966080 403.114655 379.006614 382.907364
FRB20200624B 2.012265 1.966080 245.001369 198.201795 205.545263
FRB20200624A 3.048928 1.966080 1013.155379 963.106792 968.045410
FRB20200625A 18.101994 47.185920 914.181066 863.158534 873.015559
FRB20200626B 2.358010 3.932160 1728.734037 1656.259788 1647.393139
FRB20200626A 1.837415 4.915200 1580.135648 1400.375076 1317.987857
FRB20200627E 8.089696 1.966080 217.249364 179.139819 187.102066
FRB20200627D 0.812629 1.966080 201.889545 143.742251 146.319945
FRB20200627C 0.762146 1.966080 1133.174300 1062.831000 1063.759940
FRB20200627B 8.079230 15.728639 1183.443651 1139.665011 1149.840071
FRB20200627F 0.436631 1.966080 825.611968 790.682511 802.863942
FRB20200628D 5.619528 2.949120 414.549563 389.761671 392.830376
FRB20200628C 2.768020 6.881280 637.883194 599.570168 606.446022
FRB20200628B 1.364549 1.966080 251.904211 164.426435 143.921886
FRB20200629E 2.411481 1.966080 714.006301 675.243466 682.472968
FRB20200629D 1.913844 1.966080 1055.634803 1017.322440 1024.685820
FRB20200629B 2.371097 3.932160 881.915637 786.745317 773.696730
FRB20200629A 25.457720 52.101121 1157.463143 1106.576317 1111.525709
FRB20200701H 0.856890 2.949120 1505.654579 1473.187669 1482.874826
FRB20200701G 0.485638 6.881280 345.350806 314.971816 319.250860
FRB20200701F 1.143719 1.966080 573.124521 524.991708 530.316604
FRB20200701E 0.273953 1.966080 1212.944394 1158.285609 1161.254227
FRB20200701D 4.315719 21.626880 542.629051 366.042397 257.360863
FRB20200701C 24.293241 43.253760 896.454878 835.315563 844.283999
FRB20200702D 4.637992 3.932160 319.738363 233.372171 246.946773
FRB20200702A 1.595679 1.966080 298.830903 226.877015 234.541795
FRB20200703A 3.753954 18.677760 1003.495185 954.551137 960.548468
FRB20200704A 6.809830 7.864320 1148.684300 1118.154888 1126.061083
FRB20200705D 4.669585 3.932160 365.150660 339.059104 344.541190
FRB20200705C 1.834232 3.932160 1101.763181 1069.583685 1072.811498
FRB20200705A 0.923425 1.966080 1231.383400 1079.584959 1120.314869
FRB20200706A 11.985797 15.728640 399.592838 345.747142 349.455636
FRB20200706A 11.985797 15.728640 399.592838 345.747142 349.455636
FRB20200706A 11.985797 15.728640 399.592838 345.747142 349.455636
FRB20200706A 11.985797 15.728640 399.592838 345.747142 349.455636
FRB20200708D 7.015145 4.915200 1006.333361 883.071862 839.974647
FRB20200708C 4.998929 34.406400 537.948996 488.006799 497.249155
FRB20200708B 4.629119 12.779520 425.262133 323.010925 330.385441
FRB20200708A 14.164548 65.863682 842.451534 644.790192 569.042718
FRB20200709B 1.475863 1.966080 336.992991 293.434567 303.471434
FRB20200710C 2.727867 4.915200 867.144847 831.044718 838.227564
FRB20200710B 3.850439 11.796480 350.779424 314.253897 319.116470
FRB20200710A 6.143469 10.813440 524.247808 414.946270 409.118051
FRB20200710D 18.695318 2.949120 608.789560 562.128407 569.745170
FRB20200711F 22.844617 1.966080 527.648309 500.834773 507.137439
FRB20200711E 0.998733 8.847360 691.593759 558.674608 499.163681
FRB20200711D 3.414613 2.949120 437.044760 320.150145 321.226596
FRB20200711C 0.931874 1.966080 1548.569210 1444.905508 1409.575332
FRB20200711B 3.945746 5.898240 1349.969596 1189.424245 1108.291374
FRB20200711A 2.048739 1.966080 485.538133 443.157923 454.476290
FRB20200712A 3.091432 8.847360 1397.917970 1362.348590 1373.609223
FRB20200713B 14.517746 16.711679 976.076321 942.677020 946.853854
FRB20200713C 3.619080 0.983040 202.297314 153.442693 158.366284
FRB20200713A 0.650448 1.966080 1013.374172 961.148146 965.093069
FRB20200714C 2.514973 48.168964 466.676352 446.578611 449.035513
FRB20200714B 6.108303 28.508159 1526.404711 1487.444283 1494.824618
FRB20200714A 9.124025 2.949120 452.771510 405.665177 405.073355
FRB20200715C 2.279732 2.949120 190.849419 163.936500 165.580686
FRB20200715B 2.754579 1.966080 653.413188 565.123479 565.318908
FRB20200715A 17.896010 1.966080 648.758083 603.403669 612.333094
FRB20200716A 13.145559 1.966080 987.356277 955.050439 965.607008
FRB20200717B 22.872400 1.966080 295.142718 109.520407 7.095113
FRB20200717A 5.463277 2.949120 337.911448 202.952617 149.651970
FRB20200717E 4.163048 33.423359 452.844275 419.976350 429.601231
FRB20200718D 5.251597 3.932160 146.619405 114.727244 119.672223
FRB20200718C 0.297757 1.966080 177.944554 132.191670 140.585615
FRB20200718B 0.757898 1.966080 361.807172 298.991753 297.453671
FRB20200719B 1.138507 3.932159 705.002977 612.628729 587.498152
FRB20200720B 4.131620 22.609922 667.362819 579.029074 581.628343
FRB20200720A 1.839211 4.915199 810.343067 776.773528 786.339860
FRB20200721D 2.494323 2.949120 1106.601038 992.753813 948.139268
FRB20200721C 1.791111 1.966080 429.396540 403.561328 408.677653
FRB20200721B 1.475770 1.966080 488.969289 440.924075 446.792968
FRB20200721A 1.958672 4.915200 1740.773296 1702.066929 1709.923833
FRB20200721E 0.388826 3.932160 641.165350 579.508845 578.368979
FRB20200722C 2.956727 1.966080 880.940215 817.283709 814.988999
FRB20200722B 2.638870 1.966080 2157.473720 2108.599256 2110.671521
FRB20200722A 1.286518 9.830398 220.732657 191.569406 200.328364
FRB20200723B 792.864386 125.829130 244.030709 210.740642 219.475338
FRB20200723A 1.142820 1.966080 308.714593 220.128814 243.478405
FRB20200724C 3.106984 9.830401 210.526487 185.620039 190.376073
FRB20200724B 1.956457 51.118084 249.054776 211.206277 218.287965
FRB20200725A 6.183898 15.728641 675.361535 560.870582 501.031406
FRB20200726F 6.486413 13.762561 216.242028 182.844323 190.308703
FRB20200726E 5.804354 4.915199 541.421318 484.883885 487.050721
FRB20200726B 1.030033 1.966080 566.266267 521.895726 530.746388
FRB20200727A 0.580399 4.915200 1279.653954 1242.152394 1249.018183
FRB20200728A 5.842727 31.457275 1274.964266 1208.569225 1203.265264
FRB20200729B 2.431614 2.949120 316.490111 197.679254 151.018002
FRB20200801B 2.773837 1.966080 782.933825 739.908603 748.185418
FRB20200801D 3.617482 14.745598 354.593441 241.410143 198.298569
FRB20200804A 5.084900 1.966080 470.049239 431.839598 440.333216
FRB20200805A 0.350525 1.966080 432.566087 387.795207 393.960462
FRB20200806B 5.120256 14.745600 2765.858348 2539.276530 2434.167308
FRB20200806A 2.608866 11.796480 214.966414 193.591472 195.035198
FRB20200806A 2.608866 11.796480 214.966414 193.591472 195.035198
FRB20200807C 1.464292 1.966080 768.824569 737.611960 745.371256
FRB20200807B 5.467300 5.898240 1012.357999 770.273555 823.159753
FRB20200807A 8.449165 51.118080 390.606594 304.008311 286.585975
FRB20200808B 6.131568 1.966080 780.596014 723.627706 725.978143
FRB20200808A 2.653262 1.966080 438.654733 401.056921 413.994166
FRB20200809F 1.792631 3.932160 1241.269241 1194.256685 1200.163382
FRB20200809D 4.816145 26.542080 401.844018 304.807118 296.719947
